 0.84 0.70 0.59 0.50 0.43 0.37 0.32 0.28 0.25 0.21 0.18 0.15 0.12 0.09 0.06 0.03
 0.79 0.62 0.50 0.41 0.34 0.29 0.25 0.22 0.19 0.16 0.14 0.11 0.09 0.07 0.05 0.02
 0.70 0.50 0.38 0.30 0.24 0.20 0.17 0.15 0.13 0.11 0.09 0.08 0.06 0.05 0.03 0.02
 0.50 0.30 0.21 0.16 0.13 0.10 0.09 0.08 0.06 0.05 0.05 0.04 0.03 0.02 0.02 0.01
